--- Random Search Complete ---
Time Started: 2026-4-20 20:31:21
Time Ended  : 2026-4-20 20:37:4
Delta (sec) : 342.918
Name        : Cable_Missing
ImageDirs   : MVTecAnomalyDetection\cable_missing_train\images
LabelDirs   : MVTecAnomalyDetection\cable_missing_train\labels
No. Images  : 6
MaxPipelineLen: 10
Trials      : 150
Best Trial  : 100
Best Mean MCC: 0.14588
Best Config : len=1 :: equ_histo_image() -> auto_threshold(sigma=5.0)

Best Config : len=1 ::  ->  -> auto_threshold(sigma=5.0)

Best Config : len=1 ::  ->  -> auto_threshold(sigma=5.0)

--- Iterations ---
151;-0.0330488;

150;-0.0330488;
149;-0.0188088;
148;-0.182359;
147;-0.0664032;
146;0.015559;
145;-0.0234061;
144;-0.0326951;
143;0.0413794;
142;0.0903002;
141;-0.0655318;
140;0.0806741;
139;0.0171497;
138;0.0459951;
137;0.0386618;
136;-0.00117199;
135;-0.00724823;
134;-0.0245313;
133;0.0436175;
132;0.0242715;
131;-0.0151762;
130;-0.0105716;
129;0.0417837;
128;0.0858267;
127;0.0421719;
126;0.0447006;
125;-0.00927096;
124;-0.102649;
123;-0.00556668;
122;0.00437851;
121;-0.00552989;
120;0.00757457;
119;0.00759292;
118;-0.0120057;
117;0.0230218;
116;-0.0430722;
115;0.10449;
114;0.0278549;
113;0.00960901;
112;0.063946;
111;0.000818104;
110;0.0379141;
109;0;
108;0.0413237;
107;-0.00344491;
106;0.041616;
105;0.0324853;
104;-0.117618;
103;-0.0157765;
102;0.0262426;
101;0.0653697;
100;0.14588;
99;0.0760152;
98;0.0193309;
97;0.00361943;
96;-0.0104519;
95;0.00710495;
94;-0.00955634;
93;-0.0060095;
92;0.0987698;
91;-0.00106094;
90;0.0381292;
89;-0.041153;
88;-0.00179347;
87;0.021336;
86;-0.0125392;
85;-0.00889012;
84;0.00577908;
83;-0.0163283;
82;-0.0739877;
81;-0.107149;
80;-0.106296;
79;-0.122308;
78;-0.060884;
77;0.0652335;
76;-0.00628406;
75;-0.0378357;
74;-0.0137973;
73;-0.116292;
72;0.0409959;
71;0.0498305;
70;0.0318441;
69;0.0336723;
68;0.0507503;
67;-0.0443964;
66;0.0194032;
65;-0.0905122;
64;-0.102501;
63;0.00289379;
62;-0.00174091;
61;0;
60;-0.0276137;
59;-0.00887974;
58;-0.0215106;
57;-0.0313685;
56;0.0642237;
55;-0.0175321;
54;0.032737;
53;0.0496764;
52;0.0276848;
51;0.0100749;
50;0;
49;-0.00980364;
48;-0.00327752;
47;0.0887882;
46;0.0216384;
45;-0.0193789;
44;-0.0328991;
43;0.00605001;
42;-0.0385707;
41;0.00388034;
40;-0.0181971;
39;-0.00104281;
38;-0.0137402;
37;-0.0161879;
36;0.0428956;
35;-0.00112268;
34;-0.000452822;
33;-0.0265004;
32;0.0217384;
31;0.0675523;
30;0.0268759;
29;0;
28;0.00469101;
27;-0.0170777;
26;-0.0325786;
25;0;
24;0.0311883;
23;0.126897;
22;0.0809988;
21;0.00517428;
20;0.00229923;
19;0.00149481;
18;0.0156764;
17;-0.00661022;
16;-0.0235087;
15;0.0195443;
14;0.0203832;
13;-0.016949;
12;-0.00336168;
11;0;
10;0.019524;
9;-0.0325828;
8;0.028815;
7;0.0416284;
6;0.000373882;
5;0.0479929;
4;0.0928723;
3;0.0614057;
2;-0.0158094;
1;-0.0085645;
