Metric: entropy_arr
| Dataset    | Avg. Fit. | Entropy | # Images |
| screw_scratch_neck_train | 0.16625183329373924 | 43.72742193314309 | 12 |
| tile_crack | 0.5549096597530526 | 444.4560436284228 | 8 |
| transistor_damaged_case_train | 0.2235231667261248 | 113.97459826220411 | 5 |
| wood_scratch | 0.375791355016471 | 379.1538054503948 | 9 |
| zipper | 0.28612142322204837 | 168.74412645834428 | 8 |
| MT_Blowhole_train | 0.24132746878410258 | 312.6656518663353 | 57 |
| resin_cgp | 0.4194555239730826 | 582.4118797699595 | 20 |
| resin_cgp_augmented | 0.27331149760548373 | 610.4922652883581 | 20 |
| window_cgp | 0.5404131094476052 | 877.6872836489753 | 20 |
| severstal | 0.20878441083697966 | 529.5631458996656 | 15 |
| spule-upside-0117 | 0.2260461338258702 | 1289.8210145442404 | 0 |
| spule2-0816_Upside-dl1 | 0.3439434728439567 | 906.8717978522712 | 0 |
| toothbrush_small | 0.2134207678318056 | 175.04367972613102 | 12 |
| CF_RefSet | 0.18715859707154983 | 984.0700288334759 | 34 |
| CF_ReferenceSet_Small_Dark | 0.19065787842053256 | 318.50549967214073 | 6 |
| 80.jpg_dark_2 | 0.17827867743968123 | 232.7437665611423 | 0 |
| 80.jpg_dark_3 | 0.16132310651968113 | 233.51397136848618 | 16 |
| spule-upside-0315 | 0.6341683603837274 | 1063.0123859672244 | 105 |
| spule-upside-hole | 0.18286907955278595 | 1050.2261609822547 | 29 |
| spule-upside-hole256 | 0.17887530124981424 | 1968.600775944209 | 29 |
| CF_RefSet_Small_Light | 0.23250726753228973 | 1574.5841560817946 | 7 |
| carpet | 0.3026647209895258 | 268.7120403666079 | 10 |
| crack_forest | 0.35524891470479414 | 1326.2190977366874 | 0 |
| None | 0.17992411863741414 | nan | 5 |
----------------------------------------------------------------

Metric: num_superpixels
| Dataset    | Avg. Fit. | Entropy | # Images |
| t_8 | 0.0299660741019151 | 85.1969696969697 | 24 |
| 80.jpg_dark_1 | 0.06338724146514814 | 96.625 | 16 |
| 81.jpg_bright | 0.030005440549644435 | 91.171875 | 32 |
| 80.jpg_dark_4 | 0.27262126215227594 | 86.75 | 8 |
| 80.jpg_dark_5 | 0.06819294080608303 | 90.375 | 16 |
| FabricDefectsAITEX | 0.13369802570835207 | 77.55 | 20 |
| kos10 | 0.07770983260550123 | 85.58333333333333 | 8 |
| bottle_large | 0.26225513731343236 | 78.05 | 10 |
| bottle_small | 0.28464968029224386 | 80.95454545454545 | 11 |
| cable_missing_train | 0.6728396354139807 | 89.41666666666667 | 6 |
| capsule | 0.15132567662349938 | 96.0 | 10 |
| grid_thread | 0.22575435337960606 | 57.9 | 10 |
| hazelnut_crack_train | 0.3211591271554146 | 92.5 | 9 |
| leather | 0.3542320590261696 | 89.9 | 10 |
| metal_nut | 0.11186050396653803 | 88.63636363636364 | 11 |
| pill | 0.3568444599584175 | 90.76923076923077 | 13 |
| screw_scratch_neck_train | 0.16625183329373924 | 96.91666666666667 | 12 |
| tile_crack | 0.5549096597530526 | 77.9375 | 8 |
| transistor_damaged_case_train | 0.2235231667261248 | 92.5 | 5 |
| wood_scratch | 0.375791355016471 | 81.33333333333333 | 9 |
| zipper | 0.28612142322204837 | 90.25 | 8 |
| MT_Blowhole_train | 0.24132746878410258 | 95.1140350877193 | 57 |
| resin_cgp | 0.4194555239730826 | 88.78846153846153 | 20 |
| resin_cgp_augmented | 0.27331149760548373 | 88.95 | 20 |
| window_cgp | 0.5404131094476052 | 85.225 | 20 |
| severstal | 0.20878441083697966 | 95.73333333333333 | 15 |
| spule-upside-0117 | 0.2260461338258702 | 72.315 | 0 |
| spule2-0816_Upside-dl1 | 0.3439434728439567 | 80.69782608695652 | 0 |
| toothbrush_small | 0.2134207678318056 | 90.16666666666667 | 12 |
| CF_RefSet | 0.18715859707154983 | 51.30882352941177 | 34 |
| CF_ReferenceSet_Small_Dark | 0.19065787842053256 | 53.5 | 6 |
| 80.jpg_dark_2 | 0.17827867743968123 | 97.09375 | 0 |
| 80.jpg_dark_3 | 0.16132310651968113 | 93.78125 | 16 |
| spule-upside-0315 | 0.6341683603837274 | 75.57142857142857 | 105 |
| spule-upside-hole | 0.18286907955278595 | 79.77586206896552 | 29 |
| spule-upside-hole256 | 0.17887530124981424 | 80.6896551724138 | 29 |
| CF_RefSet_Small_Light | 0.23250726753228973 | 49.142857142857146 | 7 |
| carpet | 0.3026647209895258 | 66.75 | 10 |
| crack_forest | 0.35524891470479414 | 82.20581113801452 | 0 |
| None | 0.17992411863741414 | nan | 5 |
----------------------------------------------------------------

Metric: label_count_per_image
| Dataset    | Avg. Fit. | Entropy | # Images |
| t_8 | 0.0299660741019151 | 0.7916666666666666 | 24 |
| 80.jpg_dark_1 | 0.06338724146514814 | 0.375 | 16 |
| 81.jpg_bright | 0.030005440549644435 | 0.40625 | 32 |
| 80.jpg_dark_4 | 0.27262126215227594 | 5.875 | 8 |
| 80.jpg_dark_5 | 0.06819294080608303 | 1.0625 | 16 |
| FabricDefectsAITEX | 0.13369802570835207 | 62.1 | 20 |
| kos10 | 0.07770983260550123 | 0.125 | 8 |
| bottle_large | 0.26225513731343236 | 1.0 | 10 |
| bottle_small | 0.28464968029224386 | 1.2727272727272727 | 11 |
| cable_missing_train | 0.6728396354139807 | 1.0 | 6 |
| capsule | 0.15132567662349938 | 1.0 | 10 |
| grid_thread | 0.22575435337960606 | 3.8 | 10 |
| hazelnut_crack_train | 0.3211591271554146 | 1.4444444444444444 | 9 |
| leather | 0.3542320590261696 | 1.1 | 10 |
| metal_nut | 0.11186050396653803 | 1.6363636363636365 | 11 |
| pill | 0.3568444599584175 | 1.0 | 13 |
| screw_scratch_neck_train | 0.16625183329373924 | 1.1666666666666667 | 12 |
| tile_crack | 0.5549096597530526 | 1.0 | 8 |
| transistor_damaged_case_train | 0.2235231667261248 | 1.4 | 5 |
| wood_scratch | 0.375791355016471 | 2.0 | 9 |
| zipper | 0.28612142322204837 | 1.75 | 8 |
| MT_Blowhole_train | 0.24132746878410258 | 19.63157894736842 | 57 |
| resin_cgp | 0.4194555239730826 | 1.0 | 20 |
| resin_cgp_augmented | 0.27331149760548373 | 1.0 | 20 |
| window_cgp | 0.5404131094476052 | 1.0 | 20 |
| severstal | 0.20878441083697966 | 65.13333333333334 | 15 |
| spule-upside-0117 | 0.2260461338258702 | 1.0 | 0 |
| spule2-0816_Upside-dl1 | 0.3439434728439567 | 2.208695652173913 | 0 |
| toothbrush_small | 0.2134207678318056 | 2.1666666666666665 | 12 |
| CF_RefSet | 0.18715859707154983 | 27.91176470588235 | 34 |
| CF_ReferenceSet_Small_Dark | 0.19065787842053256 | 19.333333333333332 | 6 |
| 80.jpg_dark_2 | 0.17827867743968123 | 2.6875 | 0 |
| 80.jpg_dark_3 | 0.16132310651968113 | 2.625 | 16 |
| spule-upside-0315 | 0.6341683603837274 | 0.9904761904761905 | 105 |
| spule-upside-hole | 0.18286907955278595 | 0.9655172413793104 | 29 |
| spule-upside-hole256 | 0.17887530124981424 | 3.8620689655172415 | 29 |
| CF_RefSet_Small_Light | 0.23250726753228973 | 46.857142857142854 | 7 |
| carpet | 0.3026647209895258 | 1.2 | 10 |
| crack_forest | 0.35524891470479414 | 2.7154255319148937 | 0 |
| None | 0.17992411863741414 | nan | 5 |
----------------------------------------------------------------

Metric: label_size
| Dataset    | Avg. Fit. | Entropy | # Images |
| t_8 | 0.0299660741019151 | 467.7083333333333 | 24 |
| 80.jpg_dark_1 | 0.06338724146514814 | 412.0 | 16 |
| 81.jpg_bright | 0.030005440549644435 | 600.53125 | 32 |
| 80.jpg_dark_4 | 0.27262126215227594 | 7210.5 | 8 |
| 80.jpg_dark_5 | 0.06819294080608303 | 756.875 | 16 |
| FabricDefectsAITEX | 0.13369802570835207 | 1220.6 | 20 |
| kos10 | 0.07770983260550123 | 425.25 | 8 |
| bottle_large | 0.26225513731343236 | 101034.3 | 10 |
| bottle_small | 0.28464968029224386 | 24045.363636363636 | 11 |
| cable_missing_train | 0.6728396354139807 | 73160.5 | 6 |
| capsule | 0.15132567662349938 | 5691.3 | 10 |
| grid_thread | 0.22575435337960606 | 17767.4 | 10 |
| hazelnut_crack_train | 0.3211591271554146 | 70850.22222222222 | 9 |
| leather | 0.3542320590261696 | 4488.4 | 10 |
| metal_nut | 0.11186050396653803 | 7148.818181818182 | 11 |
| pill | 0.3568444599584175 | 5741.307692307692 | 13 |
| screw_scratch_neck_train | 0.16625183329373924 | 3578.75 | 12 |
| tile_crack | 0.5549096597530526 | 16554.375 | 8 |
| transistor_damaged_case_train | 0.2235231667261248 | 24125.4 | 5 |
| wood_scratch | 0.375791355016471 | 122597.44444444444 | 9 |
| zipper | 0.28612142322204837 | 53940.75 | 8 |
| MT_Blowhole_train | 0.24132746878410258 | 135.0701754385965 | 57 |
| resin_cgp | 0.4194555239730826 | 13045.846153846154 | 20 |
| resin_cgp_augmented | 0.27331149760548373 | 12818.3 | 20 |
| window_cgp | 0.5404131094476052 | 43760.75 | 20 |
| severstal | 0.20878441083697966 | 21575.8 | 15 |
| spule-upside-0117 | 0.2260461338258702 | 11000.17 | 0 |
| spule2-0816_Upside-dl1 | 0.3439434728439567 | 9080.991304347826 | 0 |
| toothbrush_small | 0.2134207678318056 | 26031.166666666668 | 12 |
| CF_RefSet | 0.18715859707154983 | 38983.41176470588 | 34 |
| CF_ReferenceSet_Small_Dark | 0.19065787842053256 | 11735.333333333334 | 6 |
| 80.jpg_dark_2 | 0.17827867743968123 | 3045.0 | 0 |
| 80.jpg_dark_3 | 0.16132310651968113 | 1668.9375 | 16 |
| spule-upside-0315 | 0.6341683603837274 | 64605.32380952381 | 105 |
| spule-upside-hole | 0.18286907955278595 | 4704.482758620689 | 29 |
| spule-upside-hole256 | 0.17887530124981424 | 1236.103448275862 | 29 |
| CF_RefSet_Small_Light | 0.23250726753228973 | 109860.85714285714 | 7 |
| carpet | 0.3026647209895258 | 11247.4 | 10 |
| crack_forest | 0.35524891470479414 | 3420.9521276595747 | 0 |
| None | 0.17992411863741414 | nan | 5 |
----------------------------------------------------------------

Metric: relative_label_size
| Dataset    | Avg. Fit. | Entropy | # Images |
| t_8 | 0.0299660741019151 | 0.00044604142506917316 | 24 |
| 80.jpg_dark_1 | 0.06338724146514814 | 0.000392913818359375 | 16 |
| 81.jpg_bright | 0.030005440549644435 | 0.0005727112293243408 | 32 |
| 80.jpg_dark_4 | 0.27262126215227594 | 0.006876468658447266 | 8 |
| 80.jpg_dark_5 | 0.06819294080608303 | 0.0007218122482299805 | 16 |
| FabricDefectsAITEX | 0.13369802570835207 | 0.0011640548706054687 | 20 |
| kos10 | 0.07770983260550123 | 0.0006681068342498036 | 8 |
| bottle_large | 0.26225513731343236 | 0.12473370370370371 | 10 |
| bottle_small | 0.28464968029224386 | 0.02968563411896745 | 11 |
| cable_missing_train | 0.6728396354139807 | 0.06977128982543945 | 6 |
| capsule | 0.15132567662349938 | 0.005691300000000001 | 10 |
| grid_thread | 0.22575435337960606 | 0.016944313049316408 | 10 |
| hazelnut_crack_train | 0.3211591271554146 | 0.06756803724500868 | 9 |
| leather | 0.3542320590261696 | 0.004280471801757812 | 10 |
| metal_nut | 0.11186050396653803 | 0.014589424860853432 | 11 |
| pill | 0.3568444599584175 | 0.008970793269230769 | 13 |
| screw_scratch_neck_train | 0.16625183329373924 | 0.003412961959838867 | 12 |
| tile_crack | 0.5549096597530526 | 0.023461415816326534 | 8 |
| transistor_damaged_case_train | 0.2235231667261248 | 0.023007774353027345 | 5 |
| wood_scratch | 0.375791355016471 | 0.11691803402370876 | 9 |
| zipper | 0.28612142322204837 | 0.05144190788269043 | 8 |
| MT_Blowhole_train | 0.24132746878410258 | 0.0022625748735022465 | 57 |
| resin_cgp | 0.4194555239730826 | 0.14495384615384618 | 20 |
| resin_cgp_augmented | 0.27331149760548373 | 0.14242555555555556 | 20 |
| window_cgp | 0.5404131094476052 | 0.48623055555555555 | 20 |
| severstal | 0.20878441083697966 | 0.05267529296874999 | 15 |
| spule-upside-0117 | 0.2260461338258702 | 0.04179904091682879 | 0 |
| spule2-0816_Upside-dl1 | 0.3439434728439567 | 0.034506441909152426 | 0 |
| toothbrush_small | 0.2134207678318056 | 0.024825255076090496 | 12 |
| CF_RefSet | 0.18715859707154983 | 0.008791378799467378 | 34 |
| CF_ReferenceSet_Small_Dark | 0.19065787842053256 | 0.0037775870583226906 | 6 |
| 80.jpg_dark_2 | 0.17827867743968123 | 0.0029039382934570312 | 0 |
| 80.jpg_dark_3 | 0.16132310651968113 | 0.0015916228294372559 | 16 |
| spule-upside-0315 | 0.6341683603837274 | 0.24549080362933107 | 105 |
| spule-upside-hole | 0.18286907955278595 | 0.017876348030994228 | 29 |
| spule-upside-hole256 | 0.17887530124981424 | 0.01878805095263652 | 29 |
| CF_RefSet_Small_Light | 0.23250726753228973 | 0.02421930003661678 | 7 |
| carpet | 0.3026647209895258 | 0.010726356506347656 | 10 |
| crack_forest | 0.35524891470479414 | 0.022271823747783682 | 0 |
| None | 0.17992411863741414 | nan | 5 |
----------------------------------------------------------------

Metric: lbl_hist_entropy
| Dataset    | Avg. Fit. | Entropy | # Images |
| t_8 | 0.0299660741019151 | 0.004773992404268792 | 24 |
| 80.jpg_dark_1 | 0.06338724146514814 | 0.004040642363679167 | 16 |
| 81.jpg_bright | 0.030005440549644435 | 0.005768862120515618 | 32 |
| 80.jpg_dark_4 | 0.27262126215227594 | 0.05831453305250467 | 8 |
| 80.jpg_dark_5 | 0.06819294080608303 | 0.0070225677974120335 | 16 |
| FabricDefectsAITEX | 0.13369802570835207 | 0.017528066180901625 | 20 |
| kos10 | 0.07770983260550123 | 0.006003919496456338 | 8 |
| bottle_large | 0.26225513731343236 | 0.515372441066562 | 10 |
| bottle_small | 0.28464968029224386 | 0.18509769829218586 | 11 |
| cable_missing_train | 0.6728396354139807 | 0.3649849151314946 | 6 |
| capsule | 0.15132567662349938 | 0.04767734708183165 | 10 |
| grid_thread | 0.22575435337960606 | 0.12125291752012682 | 10 |
| hazelnut_crack_train | 0.3211591271554146 | 0.3135615731492756 | 9 |
| leather | 0.3542320590261696 | 0.038225800719048575 | 10 |
| metal_nut | 0.11186050396653803 | 0.10313560171004542 | 11 |
| pill | 0.3568444599584175 | 0.07183886193774976 | 13 |
| screw_scratch_neck_train | 0.16625183329373924 | 0.03247991415608394 | 12 |
| tile_crack | 0.5549096597530526 | 0.1582390046711689 | 8 |
| transistor_damaged_case_train | 0.2235231667261248 | 0.15014285871247224 | 5 |
| wood_scratch | 0.375791355016471 | 0.40149184210012084 | 9 |
| zipper | 0.28612142322204837 | 0.288278473431678 | 8 |
| MT_Blowhole_train | 0.24132746878410258 | 0.025468302351471916 | 57 |
| resin_cgp | 0.4194555239730826 | 0.5960825395608755 | 20 |
| resin_cgp_augmented | 0.27331149760548373 | 0.5894716253420705 | 20 |
| window_cgp | 0.5404131094476052 | 0.9987902518111575 | 20 |
| severstal | 0.20878441083697966 | 0.310983116782943 | 15 |
| spule-upside-0117 | 0.2260461338258702 | 0.24905006421902504 | 0 |
| spule2-0816_Upside-dl1 | 0.3439434728439567 | 0.15784035516353934 | 0 |
| toothbrush_small | 0.2134207678318056 | 0.14278950102003993 | 12 |
| CF_RefSet | 0.18715859707154983 | 0.06695666658160335 | 34 |
| CF_ReferenceSet_Small_Dark | 0.19065787842053256 | 0.034774969156416764 | 6 |
| 80.jpg_dark_2 | 0.17827867743968123 | 0.025707672172649326 | 0 |
| 80.jpg_dark_3 | 0.16132310651968113 | 0.01532524055914616 | 16 |
| spule-upside-0315 | 0.6341683603837274 | 0.62259896946235 | 105 |
| spule-upside-hole | 0.18286907955278595 | 0.12128177743774148 | 29 |
| spule-upside-hole256 | 0.17887530124981424 | 0.13690274116714715 | 29 |
| CF_RefSet_Small_Light | 0.23250726753228973 | 0.16075943513245736 | 7 |
| carpet | 0.3026647209895258 | 0.08163057744459593 | 10 |
| crack_forest | 0.35524891470479414 | 0.13069704942143692 | 0 |
| None | 0.17992411863741414 | nan | 5 |
----------------------------------------------------------------

Metric: lbl_fractal_dimension
| Dataset    | Avg. Fit. | Entropy | # Images |
| t_8 | 0.0299660741019151 | 0.33190712893134783 | 24 |
| 80.jpg_dark_1 | 0.06338724146514814 | 0.18241938746441846 | 16 |
| 81.jpg_bright | 0.030005440549644435 | 0.29434203776174606 | 32 |
| 80.jpg_dark_4 | 0.27262126215227594 | 1.1732456143930978 | 8 |
| 80.jpg_dark_5 | 0.06819294080608303 | 0.3318980348296455 | 16 |
| FabricDefectsAITEX | 0.13369802570835207 | 0.9757906813819268 | 20 |
| kos10 | 0.07770983260550123 | 0.8901778556020717 | 8 |
| bottle_large | 0.26225513731343236 | 1.0187586974162768 | 10 |
| bottle_small | 0.28464968029224386 | 0.8910555468267837 | 11 |
| cable_missing_train | 0.6728396354139807 | 0.9963320876959892 | 6 |
| capsule | 0.15132567662349938 | 0.68138052731139 | 10 |
| grid_thread | 0.22575435337960606 | 1.0498646673885201 | 10 |
| hazelnut_crack_train | 0.3211591271554146 | 1.031133499089259 | 9 |
| leather | 0.3542320590261696 | 0.8693907719101045 | 10 |
| metal_nut | 0.11186050396653803 | 0.8127003783833605 | 11 |
| pill | 0.3568444599584175 | 0.5659240540884943 | 13 |
| screw_scratch_neck_train | 0.16625183329373924 | 0.7666862527537331 | 12 |
| tile_crack | 0.5549096597530526 | 0.9927864612121138 | 8 |
| transistor_damaged_case_train | 0.2235231667261248 | 0.9711839523265059 | 5 |
| wood_scratch | 0.375791355016471 | 1.1491561092856304 | 9 |
| zipper | 0.28612142322204837 | 0.977443606789152 | 8 |
| MT_Blowhole_train | 0.24132746878410258 | 0.8839654315412089 | 57 |
| resin_cgp | 0.4194555239730826 | 0.8360462047971365 | 20 |
| resin_cgp_augmented | 0.27331149760548373 | 0.8162487977235007 | 20 |
| window_cgp | 0.5404131094476052 | 0.9344471349381006 | 20 |
| severstal | 0.20878441083697966 | 0.9259300245336418 | 15 |
| spule-upside-0117 | 0.2260461338258702 | 1.0672118523887912 | 0 |
| spule2-0816_Upside-dl1 | 0.3439434728439567 | 0.9840829834339118 | 0 |
| toothbrush_small | 0.2134207678318056 | 1.0000374583671627 | 12 |
| CF_RefSet | 0.18715859707154983 | 1.0914905704280844 | 34 |
| CF_ReferenceSet_Small_Dark | 0.19065787842053256 | 1.0493366508182942 | 6 |
| 80.jpg_dark_2 | 0.17827867743968123 | 0.6019725372359805 | 0 |
| 80.jpg_dark_3 | 0.16132310651968113 | 0.6289292084055467 | 16 |
| spule-upside-0315 | 0.6341683603837274 | 1.0142352577552072 | 105 |
| spule-upside-hole | 0.18286907955278595 | 0.9820661803712992 | 29 |
| spule-upside-hole256 | 0.17887530124981424 | 0.9734159179496192 | 29 |
| CF_RefSet_Small_Light | 0.23250726753228973 | 1.2565913357689016 | 7 |
| carpet | 0.3026647209895258 | 1.0009124807946868 | 10 |
| crack_forest | 0.35524891470479414 | 0.9798040022978264 | 0 |
| None | 0.17992411863741414 | nan | 5 |
----------------------------------------------------------------

Metric: lbl_texture_features
| Dataset    | Avg. Fit. | Entropy | # Images |
| t_8 | 0.0299660741019151 | 18.050395708279876 | 24 |
| 80.jpg_dark_1 | 0.06338724146514814 | 13.6871606373717 | 16 |
| 81.jpg_bright | 0.030005440549644435 | 16.292299063674164 | 32 |
| 80.jpg_dark_4 | 0.27262126215227594 | 234.77670440226356 | 8 |
| 80.jpg_dark_5 | 0.06819294080608303 | 20.263049889170183 | 16 |
| FabricDefectsAITEX | 0.13369802570835207 | 14.36305240766178 | 20 |
| kos10 | 0.07770983260550123 | 2.469555174764297 | 8 |
| bottle_large | 0.26225513731343236 | 107.37041156840935 | 10 |
| bottle_small | 0.28464968029224386 | 39.90590555162301 | 11 |
| cable_missing_train | 0.6728396354139807 | 39.74759725531525 | 6 |
| capsule | 0.15132567662349938 | 11.729234234234234 | 10 |
| grid_thread | 0.22575435337960606 | 60.161433513563054 | 10 |
| hazelnut_crack_train | 0.3211591271554146 | 62.96990507392473 | 9 |
| leather | 0.3542320590261696 | 16.87152045912757 | 10 |
| metal_nut | 0.11186050396653803 | 37.7660386823477 | 11 |
| pill | 0.3568444599584175 | 23.006342062193127 | 13 |
| screw_scratch_neck_train | 0.16625183329373924 | 9.714470021535924 | 12 |
| tile_crack | 0.5549096597530526 | 167.02353460752596 | 8 |
| transistor_damaged_case_train | 0.2235231667261248 | 26.617027126099707 | 5 |
| wood_scratch | 0.375791355016471 | 139.80974214167887 | 9 |
| zipper | 0.28612142322204837 | 55.462485394519796 | 8 |
| MT_Blowhole_train | 0.24132746878410258 | 30.0874299006408 | 57 |
| resin_cgp | 0.4194555239730826 | 114.98289169024957 | 20 |
| resin_cgp_augmented | 0.27331149760548373 | 173.32750836120402 | 20 |
| window_cgp | 0.5404131094476052 | 375.1442307692308 | 20 |
| severstal | 0.20878441083697966 | 118.88577007765272 | 15 |
| spule-upside-0117 | 0.2260461338258702 | 253.5354591972709 | 0 |
| spule2-0816_Upside-dl1 | 0.3439434728439567 | 137.8421388230706 | 0 |
| toothbrush_small | 0.2134207678318056 | 55.96941726997801 | 12 |
| CF_RefSet | 0.18715859707154983 | 162.3666544369578 | 34 |
| CF_ReferenceSet_Small_Dark | 0.19065787842053256 | 125.43949842868228 | 6 |
| 80.jpg_dark_2 | 0.17827867743968123 | 86.08013611734788 | 0 |
| 80.jpg_dark_3 | 0.16132310651968113 | 57.681605543209315 | 16 |
| spule-upside-0315 | 0.6341683603837274 | 191.0997248960882 | 105 |
| spule-upside-hole | 0.18286907955278595 | 96.96169708516487 | 29 |
| spule-upside-hole256 | 0.17887530124981424 | 138.84272947069613 | 29 |
| CF_RefSet_Small_Light | 0.23250726753228973 | 378.5262615089256 | 7 |
| carpet | 0.3026647209895258 | 50.86906186995967 | 10 |
| crack_forest | 0.35524891470479414 | 268.28760657037043 | 0 |
| None | 0.17992411863741414 | nan | 5 |
----------------------------------------------------------------

Metric: lbl_edge_density
| Dataset    | Avg. Fit. | Entropy | # Images |
| t_8 | 0.0299660741019151 | 0.00027302900950113934 | 24 |
| 80.jpg_dark_1 | 0.06338724146514814 | 0.00020951032638549805 | 16 |
| 81.jpg_bright | 0.030005440549644435 | 0.00029855966567993164 | 32 |
| 80.jpg_dark_4 | 0.27262126215227594 | 0.0037993192672729492 | 8 |
| 80.jpg_dark_5 | 0.06819294080608303 | 0.0003516674041748047 | 16 |
| FabricDefectsAITEX | 0.13369802570835207 | 0.0004352092742919922 | 20 |
| kos10 | 0.07770983260550123 | 0.00017989002356637863 | 8 |
| bottle_large | 0.26225513731343236 | 0.002637654320987654 | 10 |
| bottle_small | 0.28464968029224386 | 0.0010108866442199776 | 11 |
| cable_missing_train | 0.6728396354139807 | 0.0009686152140299479 | 6 |
| capsule | 0.15132567662349938 | 0.0004698 | 10 |
| grid_thread | 0.22575435337960606 | 0.0015232086181640625 | 10 |
| hazelnut_crack_train | 0.3211591271554146 | 0.0015015072292751735 | 9 |
| leather | 0.3542320590261696 | 0.00042018890380859377 | 10 |
| metal_nut | 0.11186050396653803 | 0.0009901669758812617 | 11 |
| pill | 0.3568444599584175 | 0.0006665865384615384 | 13 |
| screw_scratch_neck_train | 0.16625183329373924 | 0.000249942143758138 | 12 |
| tile_crack | 0.5549096597530526 | 0.0033668154761904764 | 8 |
| transistor_damaged_case_train | 0.2235231667261248 | 0.0008863449096679687 | 5 |
| wood_scratch | 0.375791355016471 | 0.0027979744805230033 | 9 |
| zipper | 0.28612142322204837 | 0.0011886358261108398 | 8 |
| MT_Blowhole_train | 0.24132746878410258 | 0.000821055454035339 | 57 |
| resin_cgp | 0.4194555239730826 | 0.005331196581196579 | 20 |
| resin_cgp_augmented | 0.27331149760548373 | 0.005302777777777777 | 20 |
| window_cgp | 0.5404131094476052 | 0.009425 | 20 |
| severstal | 0.20878441083697966 | 0.00431494140625 | 15 |
| spule-upside-0117 | 0.2260461338258702 | 0.003992734678988327 | 0 |
| spule2-0816_Upside-dl1 | 0.3439434728439567 | 0.0021937879324564367 | 0 |
| toothbrush_small | 0.2134207678318056 | 0.0013124148050944011 | 12 |
| CF_RefSet | 0.18715859707154983 | 0.00286295659801317 | 34 |
| CF_ReferenceSet_Small_Dark | 0.19065787842053256 | 0.0021018561089825457 | 6 |
| 80.jpg_dark_2 | 0.17827867743968123 | 0.0013802647590637207 | 0 |
| 80.jpg_dark_3 | 0.16132310651968113 | 0.0009151101112365723 | 16 |
| spule-upside-0315 | 0.6341683603837274 | 0.0035006065290902355 | 105 |
| spule-upside-hole | 0.18286907955278595 | 0.0015897803317456059 | 29 |
| spule-upside-hole256 | 0.17887530124981424 | 0.003098060344827586 | 29 |
| CF_RefSet_Small_Light | 0.23250726753228973 | 0.006627939473981668 | 7 |
| carpet | 0.3026647209895258 | 0.0011590003967285156 | 10 |
| crack_forest | 0.35524891470479414 | 0.008756181432845744 | 0 |
| None | 0.17992411863741414 | nan | 5 |
----------------------------------------------------------------

Metric: lbl_laplacian_variance
| Dataset    | Avg. Fit. | Entropy | # Images |
| t_8 | 0.0299660741019151 | 75.4358321354374 | 24 |
| 80.jpg_dark_1 | 0.06338724146514814 | 34.789109230041504 | 16 |
| 81.jpg_bright | 0.030005440549644435 | 79.98859578047899 | 32 |
| 80.jpg_dark_4 | 0.27262126215227594 | 833.8766507281689 | 8 |
| 80.jpg_dark_5 | 0.06819294080608303 | 84.77132314490062 | 16 |
| FabricDefectsAITEX | 0.13369802570835207 | 101.91472647504384 | 20 |
| kos10 | 0.07770983260550123 | 37.531122328719505 | 8 |
| bottle_large | 0.26225513731343236 | 654.2638888888888 | 10 |
| bottle_small | 0.28464968029224386 | 259.1804545454545 | 11 |
| cable_missing_train | 0.6728396354139807 | 244.1438913345337 | 6 |
| capsule | 0.15132567662349938 | 108.61776 | 10 |
| grid_thread | 0.22575435337960606 | 388.79465100783807 | 10 |
| hazelnut_crack_train | 0.3211591271554146 | 373.8950729370117 | 9 |
| leather | 0.3542320590261696 | 108.31133365631104 | 10 |
| metal_nut | 0.11186050396653803 | 257.01161410018557 | 11 |
| pill | 0.3568444599584175 | 172.89459735576926 | 13 |
| screw_scratch_neck_train | 0.16625183329373924 | 63.09789419174194 | 12 |
| tile_crack | 0.5549096597530526 | 845.251275444901 | 8 |
| transistor_damaged_case_train | 0.2235231667261248 | 203.92247200012207 | 5 |
| wood_scratch | 0.375791355016471 | 631.2269924165546 | 9 |
| zipper | 0.28612142322204837 | 267.522668838501 | 8 |
| MT_Blowhole_train | 0.24132746878410258 | 227.10022542131168 | 57 |
| resin_cgp | 0.4194555239730826 | 724.6119230769234 | 20 |
| resin_cgp_augmented | 0.27331149760548373 | 719.1764999999999 | 20 |
| window_cgp | 0.5404131094476052 | 1252.6705000000002 | 20 |
| severstal | 0.20878441083697966 | 3213.7308885205684 | 15 |
| spule-upside-0117 | 0.2260461338258702 | 539.3082377623389 | 0 |
| spule2-0816_Upside-dl1 | 0.3439434728439567 | 484.3706645499008 | 0 |
| toothbrush_small | 0.2134207678318056 | 339.47287197445917 | 12 |
| CF_RefSet | 0.18715859707154983 | 632.4751869655313 | 34 |
| CF_ReferenceSet_Small_Dark | 0.19065787842053256 | 514.7474225055713 | 6 |
| 80.jpg_dark_2 | 0.17827867743968123 | 278.07257466076294 | 0 |
| 80.jpg_dark_3 | 0.16132310651968113 | 194.73141876255937 | 16 |
| spule-upside-0315 | 0.6341683603837274 | 551.4182286349629 | 105 |
| spule-upside-hole | 0.18286907955278595 | 325.2580451053915 | 29 |
| spule-upside-hole256 | 0.17887530124981424 | 640.922292675686 | 29 |
| CF_RefSet_Small_Light | 0.23250726753228973 | 1405.546554510464 | 7 |
